timestamp_ms,flow_rate_ml_min
0,0.01
2,0.002
4,0.002
6,0.002
8,0.002
10,0.002
12,0.002
14,-0.002
16,-0.002
18,-0.004
20,-0.004
22,-0.006
24,-0.004
26,-0.004
28,-0.002
30,-0.004
32,-0.002
34,-0.002
36,-0.002
38,-0.002
40,-0.002
42,0.004
44,0.006
46,0.008
48,0.01
50,0.01
52,0.012
54,0.012
56,0.014
59,0.014
60,0.014
62,0.012
64,0.01
66,0.008
68,0.006
70,0.006
72,0.006
74,0.004
76,0.004
78,0.004
80,0.002
82,0.002
84,0.002
88,0.002
90,0.004
93,0.002
94,0.004
96,0.002
99,0.004
101,0.002
102,0.004
104,0.002
106,0.006
107,0.006
109,0.008
110,0.01
112,0.01
114,0.01
116,0.01
118,0.012
120,0.012
122,0.01
124,0.008
126,0.008
128,0.008
130,0.008
132,0.008
134,0.008
136,0.008
138,0.006
140,0.006
142,0.004
144,0.004
146,0.006
148,0.006
150,0.006
152,0.006
154,0.004
156,0.004
158,0.004
160,0.002
162,0.002
164,0.002
166,-0.002
168,-0.002
170,-0.002
173,0.002
174,0.002
176,0.002
178,0.002
180,0.002
182,0.002
184,0.006
186,0.004
188,0.004
190,0.006
192,0.006
194,0.008
196,0.008
198,0.01
200,0.01
202,0.012
204,0.01
206,0.012
208,0.012
210,0.012
212,0.012
214,0.01
216,0.012
218,0.01
220,0.008
222,0.008
224,0.01
226,0.008
228,0.01
230,0.008
232,0.008
234,0.004
236,0.006
238,0.006
240,0.006
242,0.008
244,0.004
246,0.004
248,0.002
250,0.002
254,0.002
255,0.002
257,0.004
258,0.004
260,0.004
262,0.004
264,0.004
266,0.002
268,0.002
270,0.002
272,0.004
274,0.002
276,0.004
278,0.002
280,0.002
282,0.004
284,0.004
286,0.004
288,0.004
290,0.004
292,0.006
294,0.006
296,0.006
298,0.006
300,0.008
302,0.004
304,0.006
306,0.008
308,0.006
310,0.008
312,0.008
314,0.008
316,0.008
318,0.008
320,0.008
322,0.008
324,0.01
326,0.012
328,0.01
330,0.014
332,0.012
334,0.01
336,0.01
338,0.01
340,0.012
342,0.01
344,0.01
346,0.012
348,0.01
350,0.01
352,0.008
354,0.008
356,0.008
358,0.008
360,0.008
362,0.006
364,0.008
366,0.006
368,0.006
370,0.008
372,0.006
374,0.008
376,0.008
378,0.008
380,0.01
382,0.01
384,0.008
386,0.008
388,0.006
390,0.004
392,0.004
394,0.006
396,0.002
398,0.002
401,-0.002
402,-0.002
404,-0.002
406,-0.002
408,-0.002
410,-0.002
412,0.002
414,0.002
416,0.004
418,0.006
420,0.006
422,0.008
424,0.008
426,0.008
428,0.008
430,0.01
432,0.01
434,0.01
436,0.01
438,0.008
440,0.008
442,0.008
444,0.008
446,0.008
448,0.008
450,0.01
452,0.01
454,0.008
456,0.006
458,0.006
460,0.004
462,0.004
464,0.004
466,0.004
468,0.004
470,0.004
472,0.008
474,0.01
476,0.01
478,0.01
480,0.008
482,0.008
484,0.006
486,0.006
488,0.008
490,0.01
492,0.01
494,0.012
496,0.01
498,0.012
500,0.012
502,0.012
504,0.012
506,0.01
508,0.01
510,0.01
512,0.01
514,0.008
516,0.012
518,0.012
520,0.012
522,0.01
524,0.01
526,0.008
528,0.008
530,0.008
532,0.008
534,0.006
536,0.006
538,0.006
540,0.006
542,0.006
544,0.006
546,0.006
548,0.006
550,0.006
552,0.004
554,0.006
556,0.006
558,0.006
560,0.004
562,0.002
564,0.002
566,0.002
568,0.002
570,0.004
572,0.008
574,0.004
576,0.008
578,0.008
580,0.008
582,0.008
584,0.008
586,0.008
588,0.008
590,0.008
592,0.01
594,0.01
596,0.01
598,0.01
600,0.01
602,0.012
604,0.01
606,0.012
608,0.01
610,0.008
612,0.006
614,0.006
616,0.006
618,0.006
620,0.006
622,0.004
624,0.002
626,0.002
628,0.002
630,0.004
632,0.004
634,0.004
636,0.006
638,0.006
640,0.01
642,0.012
644,0.012
646,0.014
648,0.016
650,0.014
652,0.012
654,0.014
656,0.014
658,0.016
660,0.014
662,0.012
664,0.008
666,0.008
668,0.006
670,0.004
672,0.002
674,0.002
676,0.002
678,-0.002
682,-0.002
684,0.002
686,0.002
687,0.004
688,0.004
690,0.004
692,0.006
694,0.008
696,0.008
698,0.008
700,0.01
702,0.01
704,0.01
706,0.01
708,0.008
710,0.008
712,0.01
714,0.008
716,0.01
718,0.012
720,0.012
722,0.014
724,0.012
726,0.012
728,0.012
730,0.014
732,0.014
734,0.016
736,0.014
738,0.018
740,0.016
742,0.016
744,0.014
746,0.012
748,0.01
750,0.008
752,0.008
754,0.008
756,0.006
758,0.008
760,0.006
762,0.006
764,0.004
766,0.004
768,0.002
770,0.004
772,0.002
774,0.004
776,0.004
778,0.002
780,0.002
782,0.006
784,0.004
786,0.006
788,0.006
790,0.006
792,0.006
794,0.008
796,0.006
798,0.008
800,0.008
802,0.008
804,0.01
806,0.01
808,0.01
810,0.012
812,0.01
814,0.01
816,0.01
818,0.01
820,0.008
822,0.006
824,0.006
826,0.004
828,0.004
830,0.002
832,0.002
834,0.004
836,0.004
838,0.006
840,0.006
842,0.006
844,0.006
846,0.01
848,0.008
850,0.008
852,0.008
854,0.008
856,0.008
858,0.01
860,0.01
862,0.012
864,0.012
866,0.014
868,0.014
870,0.016
872,0.016
874,0.018
876,0.016
878,0.016
880,0.012
882,0.014
884,0.012
886,0.012
888,0.012
890,0.012
892,0.012
894,0.01
896,0.008
898,0.006
900,0.006
902,0.004
904,0.006
906,0.004
908,0.004
910,0.004
912,0.002
914,0.002
916,0.002
918,0.004
920,0.006
922,0.004
924,0.004
926,0.006
928,0.006
930,0.008
932,0.012
934,0.01
936,0.01
938,0.012
940,0.012
942,0.012
944,0.01
946,0.012
948,0.012
950,0.014
952,0.014
954,0.014
956,0.014
958,0.014
960,0.014
962,0.012
964,0.01
966,0.01
968,0.008
970,0.008
972,0.008
974,0.01
976,0.008
978,0.008
980,0.008
982,0.008
984,0.006
986,0.006
988,0.004
990,0.006
992,0.008
994,0.008
996,0.008
998,0.01
1000,0.008
1002,0.008
1004,0.008
1006,0.008
1008,0.008
1010,0.008
1012,0.006
1014,0.008
1016,0.008
1018,0.006
1020,0.01
1022,0.008
1024,0.008
1026,0.008
1028,0.008
1030,0.01
1032,0.008
1034,0.01
1036,0.012
1038,0.012
1040,0.01
1042,0.008
1044,0.008
1046,0.006
1048,0.006
1050,0.008
1052,0.008
1054,0.008
1056,0.006
1058,0.006
1060,0.004
1062,0.006
1064,0.004
1066,0.006
1068,0.004
1070,0.004
1072,0.006
1074,0.006
1076,0.008
1078,0.012
1080,0.012
1082,0.014
1084,0.014
1086,0.014
1088,0.012
1090,0.014
1092,0.014
1094,0.012
1096,0.014
1098,0.014
1100,0.014
1102,0.014
1104,0.014
1106,0.012
1108,0.012
1110,0.012
1112,0.012
1114,0.012
1116,0.012
1118,0.012
1120,0.012
1122,0.012
1124,0.01
1126,0.01
1128,0.008
1130,0.008
1132,0.008
1134,0.008
1136,0.006
1138,0.008
1140,0.008
1142,0.006
1144,0.006
1146,0.006
1148,0.008
1150,0.008
1152,0.006
1154,0.008
1156,0.006
1158,0.008
1160,0.008
1162,0.006
1164,0.006
1166,0.004
1168,0.006
1170,0.006
1172,0.008
1174,0.006
1176,0.006
1178,0.006
1180,0.008
1182,0.01
1184,0.01
1186,0.008
1188,0.008
1190,0.006
1192,0.008
1194,0.008
1196,0.01
1198,0.01
1200,0.01
1202,0.006
1204,0.008
1206,0.006
1208,0.006
1210,0.006
1212,0.006
1214,0.008
1216,0.006
1218,0.01
1220,0.01
1222,0.01
1224,0.01
1226,0.012
1228,0.012
1230,0.012
1232,0.01
1234,0.014
1236,0.012
1238,0.012
1240,0.012
1242,0.012
1244,0.01
