timestamp_ms,flow_rate_ml_min
0,0.006
2,-0.002
4,-0.002
6,0.002
8,-0.002
10,-0.002
12,-0.002
14,-0.002
16,0.002
18,-0.002
20,-0.002
22,0.002
24,0.004
26,0.006
28,0.006
30,0.006
32,0.006
34,0.008
36,0.006
38,0.008
40,0.008
42,0.01
44,0.006
46,0.008
48,0.006
50,0.008
52,0.008
54,0.008
56,0.008
58,0.008
60,0.006
62,0.006
64,0.006
66,0.006
68,0.006
70,0.006
72,0.004
74,0.004
76,0.002
78,0.002
80,0.002
82,-0.002
84,0.002
86,0.002
88,0.002
90,0.002
93,0.002
94,0.002
96,0.004
98,0.004
100,0.004
102,0.006
104,0.008
106,0.008
108,0.01
110,0.01
112,0.012
114,0.012
116,0.012
118,0.008
120,0.006
122,0.006
124,0.006
126,0.004
128,0.004
130,0.006
132,0.004
134,0.002
136,0.002
138,0.002
140,0.004
142,0.004
144,-0.002
146,0.002
148,0.002
150,0.002
152,0.004
154,0.004
156,0.002
158,0.002
161,0.002
162,0.002
164,0.002
166,0.002
168,0.004
170,0.006
172,0.006
174,0.006
176,0.008
178,0.01
180,0.01
182,0.01
184,0.012
186,0.01
188,0.01
190,0.008
192,0.008
194,0.008
196,0.006
198,0.004
200,0.006
202,0.002
204,0.004
206,0.002
208,0.002
210,0.002
212,0.002
214,0.004
216,0.004
218,0.006
220,0.006
222,0.006
224,0.006
226,0.008
228,0.006
230,0.008
232,0.006
234,0.006
236,0.008
238,0.006
240,0.006
242,0.006
244,0.004
246,0.006
248,0.006
250,0.004
252,0.006
254,0.006
256,0.006
258,0.008
260,0.008
262,0.008
264,0.01
266,0.008
268,0.008
270,0.006
272,0.008
274,0.008
276,0.008
278,0.008
280,0.008
282,0.006
284,0.004
286,0.002
288,0.002
290,0.002
292,0.004
294,0.002
296,0.004
298,0.002
300,0.002
304,0.002
305,0.002
306,0.002
308,0.002
310,0.004
312,0.002
314,0.002
316,0.004
318,0.004
320,0.006
322,0.004
324,0.004
326,0.006
328,0.006
330,0.008
332,0.008
334,0.008
336,0.008
338,0.01
340,0.01
342,0.01
344,0.012
346,0.012
348,0.01
350,0.01
352,0.01
354,0.01
356,0.008
358,0.008
360,0.006
362,0.008
364,0.006
366,0.006
368,0.008
370,0.008
372,0.008
374,0.006
376,0.006
378,0.004
380,0.004
383,0.002
384,0.002
386,0.002
388,0.002
390,0.002
392,0.002
394,0.004
396,0.006
398,0.004
400,0.008
402,0.008
404,0.008
406,0.01
408,0.01
410,0.01
412,0.01
414,0.01
416,0.01
418,0.01
420,0.008
422,0.008
424,0.01
426,0.008
428,0.01
430,0.01
432,0.008
434,0.008
436,0.006
438,0.006
440,0.004
442,0.004
444,0.002
446,-0.002
448,-0.002
450,-0.002
452,0.002
454,0.002
456,0.004
458,0.002
460,0.004
462,0.004
464,0.004
466,0.006
468,0.006
470,0.006
472,0.006
474,0.006
476,0.01
478,0.01
480,0.01
482,0.008
484,0.01
486,0.008
488,0.006
490,0.008
492,0.008
494,0.01
496,0.008
498,0.01
500,0.006
502,0.006
504,0.006
506,0.006
508,0.006
510,0.008
512,0.008
514,0.008
516,0.008
518,0.008
520,0.006
522,0.006
524,0.006
526,0.006
528,0.006
530,0.006
532,0.004
534,0.004
536,0.004
538,0.002
540,0.004
542,0.004
544,0.006
546,0.004
548,0.006
550,0.008
552,0.006
554,0.008
556,0.008
558,0.01
560,0.01
562,0.008
564,0.01
566,0.01
568,0.01
570,0.012
572,0.012
574,0.012
576,0.01
578,0.01
580,0.01
582,0.01
584,0.008
586,0.006
588,0.008
590,0.008
592,0.008
594,0.008
596,0.006
598,0.004
600,0.006
602,0.006
604,0.004
606,0.004
608,0.006
610,0.006
612,0.006
614,0.008
616,0.006
618,0.008
620,0.008
622,0.012
624,0.01
626,0.01
628,0.008
630,0.01
632,0.01
634,0.01
636,0.008
638,0.006
640,0.006
642,0.006
644,0.008
646,0.006
648,0.006
650,0.008
652,0.006
654,0.006
656,0.006
658,0.004
660,0.004
662,0.004
664,0.004
666,0.004
668,0.004
670,0.002
672,0.002
674,0.002
676,0.002
678,-0.002
680,0.002
682,0.002
684,0.002
686,0.002
688,0.006
690,0.008
692,0.01
694,0.01
696,0.01
698,0.01
700,0.01
702,0.01
704,0.012
706,0.012
708,0.014
710,0.016
712,0.016
714,0.016
716,0.014
718,0.012
720,0.014
722,0.012
724,0.012
726,0.012
728,0.012
730,0.01
732,0.008
734,0.008
736,0.006
738,0.006
740,0.008
742,0.006
744,0.006
746,0.004
748,0.004
750,0.004
752,0.004
754,0.006
756,0.004
758,0.004
760,0.004
762,0.002
764,0.004
766,0.006
768,0.006
770,0.008
772,0.006
774,0.006
776,0.008
778,0.008
780,0.008
782,0.008
784,0.008
786,0.01
788,0.012
790,0.012
792,0.012
794,0.01
796,0.012
798,0.01
800,0.01
802,0.006
804,0.008
806,0.008
808,0.008
810,0.01
812,0.008
814,0.006
816,0.004
818,0.004
820,0.006
822,0.006
824,0.004
826,0.004
828,0.006
830,0.004
832,0.006
834,0.004
836,0.006
838,0.006
840,0.01
842,0.008
844,0.01
846,0.01
848,0.012
850,0.01
852,0.01
854,0.01
856,0.012
858,0.012
860,0.014
862,0.014
864,0.014
866,0.01
868,0.01
870,0.01
872,0.01
874,0.01
876,0.008
878,0.01
880,0.008
882,0.006
884,0.006
886,0.006
888,0.008
890,0.006
892,0.006
894,0.006
896,0.006
898,0.004
900,0.004
902,0.004
904,0.004
906,0.008
908,0.006
910,0.006
912,0.006
914,0.006
916,0.006
918,0.006
920,0.006
922,0.004
924,0.006
926,0.004
928,0.004
930,0.006
932,0.008
934,0.01
936,0.01
938,0.01
940,0.012
942,0.012
944,0.012
946,0.012
948,0.014
950,0.014
952,0.012
954,0.012
956,0.012
958,0.014
960,0.012
962,0.012
964,0.012
966,0.012
968,0.01
970,0.01
972,0.01
974,0.012
976,0.01
978,0.008
980,0.006
982,0.004
984,0.006
986,0.006
988,0.004
990,0.006
992,0.004
994,0.006
996,0.006
998,0.006
1000,0.006
1002,0.008
1004,0.008
1006,0.012
1008,0.01
1010,0.012
1012,0.012
1014,0.012
1016,0.01
1018,0.008
1020,0.006
1022,0.006
1024,0.008
1026,0.008
1028,0.008
1030,0.006
1032,0.006
1034,0.004
1036,0.004
1038,0.002
1040,0.004
1042,0.004
1044,0.002
1046,0.006
1048,0.006
1050,0.006
1052,0.006
1054,0.008
1056,0.01
1058,0.008
1060,0.01
1062,0.008
1064,0.008
1066,0.01
1068,0.01
1070,0.012
1072,0.012
1074,0.012
1076,0.012
1078,0.012
1080,0.012
1082,0.012
1084,0.014
1086,0.014
1088,0.012
1090,0.012
1092,0.012
1094,0.014
1096,0.012
1098,0.012
1100,0.01
1102,0.008
1104,0.01
1106,0.01
1108,0.008
1110,0.008
1112,0.008
1114,0.006
1116,0.004
1118,0.004
1120,0.004
1122,0.004
1124,0.006
1126,0.008
1128,0.008
1130,0.008
1132,0.008
1134,0.006
1136,0.006
1138,0.006
1140,0.004
1142,0.006
1144,0.008
1146,0.008
1148,0.008
1150,0.008
1152,0.01
1154,0.01
1156,0.01
1158,0.01
1160,0.012
1162,0.012
1164,0.01
1166,0.012
1168,0.012
1170,0.012
1172,0.012
1174,0.01
1176,0.008
1178,0.006
1180,0.004
1182,0.004
1184,0.006
1186,0.004
1188,0.004
1190,0.004
1192,0.002
1194,0.002
1196,0.002
1198,0.002
1200,0.004
1202,0.004
1204,0.006
1206,0.008
1208,0.008
1210,0.008
1212,0.01
1214,0.01
1216,0.01
1218,0.012
1220,0.012
1222,0.012
1224,0.014
1226,0.014
1228,0.016
1230,0.014
1232,0.014
1234,0.014
1236,0.012
1238,0.012
1240,0.01
1242,0.012
1244,0.012
1246,0.012
1248,0.012
1250,0.012
1252,0.01
1254,0.008
1256,0.008
1258,0.006
1260,0.004
1262,0.006
1264,0.006
1266,0.006
1268,0.006
1270,0.008
1272,0.008
1274,0.008
1276,0.01
1278,0.01
1280,0.01
1282,0.012
1284,0.01
1286,0.01
1288,0.01
1290,0.01
1292,0.01
1294,0.01
1296,0.01
1298,0.01
1300,0.01
1302,0.01
1304,0.01
1306,0.01
1308,0.01
1310,0.01
1312,0.01
1314,0.008
1316,0.008
1318,0.008
1320,0.008
1322,0.008
1324,0.008
1326,0.006
1328,0.004
1330,0.004
1332,0.004
1334,0.004
1336,0.006
1338,0.006
1340,0.006
1342,0.006
1344,0.004
1346,0.006
1348,0.006
1350,0.004
1352,0.004
1354,0.004
1356,0.006
1358,0.006
1360,0.006
1362,0.008
1364,0.006
1366,0.008
1368,0.01
1370,0.01
1372,0.01
1374,0.012
1376,0.014
1378,0.016
1380,0.014
1382,0.014
1384,0.014
1386,0.016
1388,0.012
1390,0.014
1392,0.012
1394,0.014
1396,0.012
1398,0.012
1400,0.014
1402,0.01
1404,0.008
1406,0.01
1408,0.008
1410,0.006
1412,0.008
1414,0.006
1416,0.008
1418,0.01
1420,0.01
1422,0.01
1424,0.008
1426,0.01
1428,0.01
1430,0.008
1432,0.008
1434,0.008
1436,0.008
1438,0.01
1440,0.008
1442,0.008
1444,0.012
1446,0.012
1448,0.012
1450,0.012
1452,0.01
1454,0.01
1456,0.01
1458,0.012
1460,0.012
1462,0.012
1464,0.014
1466,0.01
1468,0.01
1470,0.01
1472,0.01
1474,0.008
1476,0.008
1478,0.008
1480,0.006
1482,0.004
1484,0.006
1486,0.006
1488,0.006
1490,0.004
1492,0.006
1494,0.006
1496,0.004
1498,0.006
1500,0.006
1502,0.006
1504,0.006
1506,0.006
1508,0.006
1510,0.006
1512,0.008
1514,0.01
1516,0.01
1518,0.01
1520,0.01
1522,0.01
1524,0.01
1526,0.01
1528,0.01
1530,0.012
1532,0.01
1534,0.012
1536,0.012
1538,0.014
1540,0.016
1542,0.014
1544,0.012
1546,0.012
1548,0.01
1550,0.01
1552,0.01
1554,0.01
1556,0.008
1558,0.01
1560,0.008
1562,0.008
1564,0.006
1566,0.01
1568,0.008
1570,0.008
1572,0.006
1574,0.006
1576,0.006
1578,0.008
1580,0.006
1582,0.006
1584,0.008
1586,0.008
1588,0.008
1590,0.01
1592,0.012
1594,0.014
1596,0.016
1598,0.016
1600,0.016
1602,0.016
1604,0.014
1606,0.014
1608,0.014
1610,0.014
1612,0.012
1614,0.012
1616,0.01
1618,0.01
1620,0.008
1622,0.008
1624,0.004
1626,0.004
1628,0.004
1630,0.002
1632,0.004
1634,0.004
1636,0.006
1638,0.008
1640,0.006
1642,0.008
1644,0.008
1646,0.01
1648,0.008
1650,0.01
1652,0.01
1654,0.012
1656,0.01
1658,0.01
1660,0.008
1662,0.008
1664,0.008
1666,0.01
1668,0.01
1670,0.01
1672,0.012
1674,0.012
1676,0.014
1678,0.014
1680,0.014
1682,0.014
1684,0.014
1686,0.014
1688,0.014
1690,0.012
1692,0.012
1694,0.01
1696,0.01
1698,0.012
1700,0.01
1702,0.01
1704,0.006
1706,0.006
1708,0.006
1710,0.006
1712,0.006
1714,0.006
1716,0.008
1718,0.008
1720,0.008
1722,0.008
1724,0.008
1726,0.008
1728,0.01
1730,0.01
1732,0.01
1734,0.01
1736,0.008
1738,0.008
1740,0.006
1742,0.008
1744,0.008
1746,0.008
1748,0.006
1750,0.008
1752,0.008
1754,0.01
1756,0.012
1758,0.012
1760,0.01
1762,0.008
1764,0.008
1766,0.008
1768,0.008
1770,0.008
1772,0.006
1774,0.006
1776,0.006
1778,0.006
1780,0.008
1782,0.008
1784,0.008
1786,0.008
1788,0.008
1790,0.008
1792,0.008
1794,0.004
1796,0.006
1798,0.006
1800,0.006
1802,0.008
1804,0.008
1806,0.01
1808,0.012
1810,0.01
1812,0.012
1814,0.014
1816,0.014
1818,0.016
1820,0.018
1822,0.016
1824,0.018
1826,0.018
1828,0.018
1830,0.018
1832,0.016
1834,0.016
1836,0.014
1838,0.014
1840,0.014
1842,0.012
1844,0.012
1846,0.012
1848,0.01
1850,0.01
1852,0.008
1854,0.008
1856,0.006
1858,0.006
1860,0.006
1862,0.006
1864,0.006
1866,0.006
1868,0.006
1870,0.006
1872,0.006
1874,0.008
1876,0.006
1878,0.008
1880,0.006
1882,0.008
1884,0.01
1886,0.012
1888,0.01
1890,0.01
1892,0.01
1894,0.008
1896,0.008
1898,0.008
1900,0.008
1902,0.008
1904,0.01
1906,0.01
1908,0.01
1910,0.012
1912,0.012
1914,0.014
1916,0.012
1918,0.01
1920,0.01
1922,0.01
1924,0.01
1926,0.01
1928,0.008
1930,0.008
1932,0.008
1934,0.006
1936,0.004
1938,0.004
1940,0.006
1942,0.004
1944,0.006
1946,0.004
1948,0.006
1950,0.006
1952,0.008
1954,0.008
1956,0.01
1958,0.01
1960,0.016
1962,0.016
1964,0.018
1966,0.018
1968,0.018
1970,0.02
1972,0.02
1974,0.018
1976,0.016
1978,0.016
1980,0.014
1982,0.014
1984,0.012
1986,0.012
1988,0.008
1990,0.006
1992,0.004
1994,0.004
1996,0.004
1998,0.004
2000,0.004
2002,0.002
2004,0.004
2006,0.004
2008,0.004
2010,0.004
2012,0.004
2014,0.006
2016,0.008
2018,0.008
2020,0.008
2022,0.008
2024,0.01
2026,0.01
2028,0.012
2030,0.012
2032,0.014
2034,0.014
2036,0.016
2038,0.014
2040,0.016
2042,0.014
2044,0.016
2046,0.014
2048,0.016
2050,0.016
2052,0.016
2054,0.014
2056,0.014
2058,0.014
2060,0.012
2062,0.012
2064,0.012
2066,0.008
2068,0.01
2070,0.008
2072,0.008
2074,0.006
2076,0.006
2078,0.004
2080,0.004
2082,0.006
2084,0.006
2086,0.006
2088,0.006
2090,0.008
2092,0.008
2094,0.006
2096,0.008
2098,0.008
2100,0.006
2102,0.006
2104,0.008
2106,0.008
2108,0.006
2110,0.006
2112,0.008
2114,0.012
2116,0.012
2118,0.01
2120,0.01
2122,0.012
2124,0.012
2126,0.014
2128,0.012
2130,0.014
2132,0.012
2134,0.01
2136,0.012
2138,0.01
2140,0.01
2142,0.01
2144,0.01
2146,0.01
2148,0.008
2150,0.008
2152,0.01
2154,0.008
2156,0.008
2158,0.01
2160,0.008
2162,0.008
2164,0.008
2166,0.008
2168,0.008
2170,0.01
2172,0.012
2174,0.012
2176,0.014
2178,0.014
2180,0.012
2182,0.014
2184,0.014
2186,0.014
2188,0.016
2190,0.016
2192,0.016
2194,0.016
2196,0.014
2198,0.014
2200,0.014
2202,0.014
2204,0.012
2206,0.008
2208,0.008
2210,0.008
2212,0.006
2214,0.004
2216,0.004
2218,0.004
2220,0.004
2222,0.004
2224,0.002
2226,0.004
2228,0.002
2230,0.006
2232,0.006
2234,0.008
2236,0.008
2238,0.01
2240,0.008
2242,0.008
2244,0.006
2246,0.006
2248,0.008
2250,0.008
2252,0.006
2254,0.008
2256,0.01
2258,0.01
2260,0.01
2262,0.01
2264,0.012
2266,0.014
2268,0.014
2270,0.016
2272,0.018
2274,0.016
2276,0.018
2278,0.018
2280,0.016
2282,0.016
2284,0.014
2286,0.012
2288,0.012
2290,0.014
2292,0.012
2294,0.012
2296,0.008
2298,0.008
2300,0.006
2302,0.006
2304,0.004
2306,0.002
2308,0.002
2310,0.006
2312,0.004
2314,0.006
2316,0.006
2318,0.008
2320,0.008
2322,0.01
2324,0.01
2326,0.01
2328,0.01
2330,0.01
2332,0.01
2334,0.01
2336,0.012
