timestamp_ms,flow_rate_ml_min
0,-0.004
2,0.008
4,0.01
6,0.014
8,0.016
10,0.018
12,0.02
14,0.02
16,0.024
18,0.024
20,0.026
22,0.024
24,0.022
26,0.02
28,0.018
30,0.018
32,0.014
34,0.014
36,0.008
38,0.004
40,-0.002
42,-0.004
44,-0.006
46,-0.004
48,-0.01
50,-0.01
52,-0.01
54,-0.01
56,-0.012
58,-0.012
60,-0.01
62,-0.012
64,-0.008
66,-0.006
68,-0.004
70,-0.002
72,0.004
74,0.004
76,0.008
78,0.01
80,0.01
82,0.01
84,0.012
86,0.012
88,0.014
90,0.012
92,0.012
94,0.012
96,0.012
98,0.01
100,0.01
102,0.008
104,0.008
106,0.004
108,0.006
110,0.002
112,0.002
114,-0.002
116,-0.002
118,-0.002
120,-0.002
122,-0.002
124,-0.002
126,-0.004
128,-0.004
130,-0.002
132,-0.002
135,0.002
136,0.004
138,0.006
140,0.006
142,0.012
144,0.012
146,0.014
148,0.016
150,0.018
152,0.016
154,0.018
156,0.016
158,0.012
160,0.012
162,0.012
164,0.012
166,0.012
168,0.012
170,0.01
172,0.008
174,0.008
176,0.01
178,0.008
180,0.008
182,0.008
184,0.004
186,0.004
188,0.002
190,0.002
192,0.006
194,0.006
196,0.008
198,0.006
200,0.006
202,0.008
204,0.006
206,0.006
208,0.006
210,0.008
212,0.01
214,0.01
216,0.01
218,0.008
220,0.008
222,0.008
224,0.008
226,0.008
228,0.006
230,0.008
232,0.006
234,0.002
236,0.004
238,0.004
240,0.006
242,0.008
244,0.01
246,0.006
248,0.004
250,0.002
252,-0.002
254,-0.002
256,-0.002
258,-0.002
260,-0.002
262,-0.002
264,-0.002
266,-0.004
268,-0.002
270,0.002
272,-0.002
274,0.004
276,0.002
278,0.004
280,0.002
282,0.002
284,0.004
286,0.006
288,0.008
290,0.008
292,0.008
294,0.008
296,0.008
298,0.01
300,0.008
302,0.008
304,0.012
306,0.012
308,0.012
310,0.01
312,0.01
314,0.012
316,0.008
318,0.01
320,0.008
322,0.008
324,0.008
326,0.006
328,0.004
330,0.006
332,0.006
334,0.008
336,0.01
338,0.008
340,0.01
342,0.008
344,0.008
346,0.008
348,0.008
350,0.008
352,0.01
354,0.01
356,0.012
358,0.012
360,0.014
362,0.014
364,0.014
366,0.012
368,0.014
370,0.014
372,0.014
374,0.016
376,0.014
378,0.014
380,0.012
382,0.014
384,0.012
386,0.012
388,0.01
390,0.008
392,0.008
394,0.008
396,0.008
398,0.008
400,0.008
402,0.006
404,0.008
406,0.008
408,0.008
410,0.006
412,0.006
414,0.006
416,0.004
418,0.004
420,0.004
422,0.006
424,0.006
426,0.006
428,0.006
430,0.006
432,0.006
434,0.006
436,0.006
438,0.006
440,0.006
442,0.006
444,0.008
446,0.006
448,0.008
450,0.006
452,0.006
454,0.006
456,0.006
458,0.006
460,0.008
462,0.006
464,0.004
466,0.006
468,0.004
470,0.004
472,0.004
474,0.004
476,0.004
478,0.002
480,0.002
482,0.002
484,0.002
486,-0.002
488,0.004
490,0.002
492,0.002
494,0.002
496,0.004
498,0.006
500,0.004
502,0.006
504,0.006
506,0.008
508,0.006
510,0.006
512,0.004
514,0.006
516,0.008
518,0.008
520,0.008
522,0.01
524,0.01
526,0.01
528,0.01
530,0.012
532,0.012
534,0.014
536,0.012
538,0.012
540,0.01
542,0.01
544,0.012
546,0.012
548,0.01
550,0.008
552,0.008
554,0.006
556,0.006
558,0.006
560,0.004
562,0.004
564,0.004
566,0.002
568,0.004
570,0.004
572,0.006
574,0.008
576,0.01
578,0.01
580,0.012
582,0.014
584,0.012
586,0.014
588,0.014
590,0.016
592,0.018
594,0.018
596,0.018
598,0.018
600,0.018
602,0.018
604,0.016
606,0.016
608,0.014
610,0.012
612,0.012
614,0.008
616,0.008
618,0.006
620,0.006
622,0.006
624,0.002
626,0.004
628,-0.002
630,-0.002
632,-0.004
634,-0.002
636,-0.004
638,-0.002
640,-0.002
642,-0.002
644,-0.004
646,-0.004
648,-0.004
650,-0.004
652,-0.002
655,-0.002
656,-0.002
658,0.002
660,0.004
662,0.004
664,0.006
666,0.01
668,0.01
670,0.012
672,0.01
674,0.012
676,0.012
678,0.012
680,0.012
682,0.01
684,0.01
686,0.01
688,0.01
690,0.01
692,0.008
694,0.006
696,0.004
698,0.002
700,0.002
702,0.002
704,0.002
707,0.002
708,-0.002
710,-0.002
712,-0.002
714,-0.002
717,0.002
718,0.004
720,0.004
722,0.004
724,0.002
726,0.004
728,0.004
730,0.006
732,0.008
734,0.01
736,0.014
738,0.014
740,0.016
742,0.016
744,0.018
746,0.016
748,0.018
750,0.02
752,0.02
754,0.02
756,0.018
758,0.018
760,0.018
762,0.02
764,0.018
766,0.016
768,0.014
770,0.01
772,0.006
774,0.004
776,0.002
778,0.002
780,-0.002
782,-0.002
784,-0.004
786,-0.004
788,-0.006
790,-0.004
792,-0.004
794,-0.004
796,-0.002
798,-0.002
800,0.002
802,0.002
804,0.004
806,0.008
808,0.01
810,0.014
812,0.016
814,0.016
816,0.016
818,0.018
820,0.018
822,0.018
824,0.02
826,0.018
828,0.018
830,0.016
832,0.016
834,0.016
836,0.012
838,0.012
840,0.01
842,0.008
844,0.008
846,0.004
848,-0.002
850,-0.002
852,-0.004
854,-0.004
856,-0.004
858,-0.006
860,-0.006
862,-0.006
864,-0.006
866,-0.004
868,-0.004
870,-0.004
872,-0.002
874,-0.002
876,0.002
878,0.004
880,0.006
882,0.008
884,0.01
886,0.012
888,0.012
890,0.014
892,0.016
894,0.018
896,0.018
898,0.018
900,0.018
902,0.016
904,0.018
906,0.014
908,0.014
910,0.012
912,0.008
914,0.008
916,0.004
918,0.002
920,-0.002
922,-0.002
924,-0.004
926,-0.002
928,-0.002
930,-0.002
932,-0.002
934,-0.002
936,-0.002
938,-0.002
940,-0.002
942,0.004
944,0.004
946,0.004
948,0.006
950,0.008
952,0.01
954,0.012
956,0.014
958,0.018
960,0.02
962,0.02
964,0.02
966,0.018
968,0.02
970,0.02
972,0.02
974,0.022
976,0.022
978,0.02
980,0.018
982,0.014
984,0.014
986,0.014
988,0.014
990,0.012
992,0.012
994,0.008
996,0.008
998,0.006
1000,0.004
1002,0.004
1004,0.004
1006,0.002
1008,-0.002
1010,-0.004
1012,-0.002
1014,-0.002
1016,0.002
1018,0.002
1020,0.002
1022,0.006
1024,0.006
1026,0.008
1028,0.012
1030,0.008
1032,0.012
1034,0.014
1036,0.014
1038,0.012
1040,0.014
1042,0.012
1044,0.012
1046,0.014
1048,0.012
1050,0.012
1052,0.012
1054,0.01
1056,0.008
1058,0.006
1060,0.008
1062,0.004
1064,0.004
1066,0.002
1068,0.002
1070,0.002
1072,0.002
1074,0.002
1076,0.002
1079,-0.002
1081,-0.002
1082,-0.002
1084,-0.004
1086,-0.002
1088,-0.002
1091,-0.002
1092,0.002
1094,0.002
1096,0.002
1098,0.004
1100,0.006
1102,0.008
1104,0.008
1106,0.01
1108,0.012
1110,0.014
1112,0.014
1114,0.018
1116,0.018
1118,0.02
1120,0.022
1122,0.02
1124,0.022
1126,0.022
1128,0.022
1130,0.022
1132,0.02
1134,0.02
1136,0.018
1138,0.018
1140,0.016
1142,0.016
1144,0.016
1146,0.014
1148,0.014
1150,0.008
1152,0.01
1154,0.008
1156,0.006
1158,0.006
1160,0.008
1162,0.01
1164,0.008
1166,0.008
1168,0.008
1170,0.008
1172,0.008
1174,0.01
1176,0.01
1178,0.01
1180,0.01
1182,0.01
1184,0.012
1186,0.012
1188,0.012
1190,0.016
1192,0.018
1194,0.016
1196,0.016
1198,0.016
1200,0.014
1202,0.016
1204,0.016
1206,0.016
1208,0.014
1210,0.014
1212,0.012
1214,0.012
1216,0.01
1218,0.008
1220,0.006
1222,0.006
1224,0.004
1226,0.002
1228,0.002
1230,-0.004
1232,-0.008
1234,-0.008
1236,-0.006
1238,-0.006
1240,-0.008
1242,-0.006
1244,-0.008
1246,-0.006
1248,-0.004
1250,-0.004
1252,-0.002
1254,0.004
1256,0.006
1258,0.006
1260,0.008
1262,0.008
1264,0.012
1266,0.014
1268,0.016
1270,0.018
1272,0.018
1274,0.02
1276,0.02
1278,0.018
1280,0.02
1282,0.022
1284,0.02
1286,0.02
1288,0.02
1290,0.018
1292,0.014
1294,0.012
1296,0.01
1298,0.01
1300,0.008
1302,0.008
1304,0.006
1306,0.004
1308,0.004
1310,0.002
1312,0.002
1314,0.002
1316,0.002
1318,0.002
1320,0.002
1322,0.002
1324,0.004
1326,0.006
1328,0.008
1330,0.012
1332,0.016
1334,0.018
1336,0.018
1338,0.022
1340,0.024
1342,0.026
1344,0.028
1346,0.028
1348,0.032
1350,0.032
1352,0.032
1354,0.032
1356,0.03
1358,0.028
1360,0.026
1362,0.022
1364,0.02
1366,0.016
1368,0.014
1370,0.012
1372,0.008
1374,0.006
1376,0.006
1378,0.004
1380,0.002
1382,-0.002
1384,-0.002
1386,-0.002
1388,-0.002
1390,-0.004
1392,-0.004
1394,-0.002
1396,-0.002
1398,0.002
1400,0.004
1402,0.006
1404,0.008
1406,0.01
1408,0.012
1410,0.016
1412,0.014
1414,0.016
1416,0.016
1418,0.02
1420,0.02
1422,0.02
1424,0.02
1426,0.022
1428,0.02
1430,0.022
1432,0.018
1434,0.018
1436,0.014
1438,0.014
1440,0.012
1442,0.01
1444,0.008
1446,0.006
1448,0.004
1450,0.002
1452,-0.002
1454,-0.004
1456,-0.006
1458,-0.006
1460,-0.006
1462,-0.008
1464,-0.008
1466,-0.004
1468,-0.004
1470,-0.002
1472,0.004
1474,0.004
1476,0.006
1478,0.008
1480,0.012
1482,0.012
1484,0.014
1486,0.016
1488,0.018
1490,0.022
1492,0.02
1494,0.024
1496,0.024
1498,0.024
1500,0.022
1502,0.022
1504,0.02
1506,0.018
1508,0.016
1510,0.016
1512,0.014
1514,0.012
1516,0.01
1518,0.008
1520,0.008
1522,0.006
1524,0.006
1526,0.004
1528,0.002
1532,0.002
1532,0.004
1534,0.002
1536,0.002
1538,0.002
1540,0.004
1542,0.004
1544,0.004
1546,0.008
1548,0.008
1550,0.01
1552,0.012
1554,0.014
1556,0.014
1558,0.014
1560,0.014
1562,0.018
1564,0.02
1566,0.02
1568,0.022
1570,0.022
1572,0.022
1574,0.02
1576,0.02
1578,0.018
1580,0.018
1582,0.016
1584,0.014
1586,0.014
1588,0.01
1590,0.008
1592,0.006
1594,0.004
1596,0.002
1598,0.002
1600,-0.002
1602,-0.002
1604,-0.002
1606,-0.002
1608,-0.002
1610,0.002
1612,0.002
1614,0.004
1616,0.004
1618,0.008
1620,0.006
1622,0.008
1624,0.012
1626,0.012
1628,0.014
1630,0.016
1632,0.016
1634,0.016
1636,0.016
1638,0.016
1640,0.018
1642,0.018
1644,0.018
1646,0.016
1648,0.014
1650,0.014
1652,0.012
1654,0.01
1656,0.01
1658,0.01
1660,0.01
1662,0.008
1664,0.006
1666,0.004
1668,0.002
1670,0.002
1672,0.002
1674,0.004
1676,0.004
1678,0.004
1680,0.002
1682,0.004
1684,0.004
1686,0.006
1688,0.008
1690,0.006
1692,0.01
1694,0.008
1696,0.01
1698,0.01
1700,0.012
1702,0.012
1704,0.012
1706,0.012
1708,0.014
1710,0.014
1712,0.012
1714,0.014
1716,0.012
1718,0.012
1720,0.012
1722,0.008
1724,0.008
1726,0.008
1728,0.008
1730,0.006
1732,0.006
1734,0.004
1736,0.006
1738,0.004
1740,0.006
1742,0.004
1744,0.004
1746,0.002
1748,0.002
1750,0.004
1752,0.006
1754,0.006
1756,0.004
1758,0.004
1760,0.006
1762,0.006
1764,0.008
1766,0.008
1768,0.006
1770,0.008
1772,0.008
1774,0.01
1776,0.01
1778,0.01
1780,0.012
1782,0.012
1784,0.01
1786,0.012
1788,0.012
1790,0.01
1792,0.008
1794,0.008
1796,0.006
1798,0.004
1800,0.006
1802,0.004
1804,0.004
1806,0.004
1809,-0.002
1810,0.002
1812,-0.002
1814,-0.002
1816,-0.002
1818,0.002
1820,-0.002
1822,0.002
1824,0.002
1826,0.002
1828,0.004
1830,0.004
1832,0.004
1834,0.004
1836,0.004
1838,0.006
1840,0.006
1842,0.008
1844,0.01
1846,0.01
1848,0.012
1850,0.012
1852,0.012
1854,0.014
1856,0.012
1858,0.012
1860,0.012
1862,0.012
1864,0.012
1866,0.012
1868,0.012
1870,0.012
1872,0.012
1874,0.014
1876,0.012
1878,0.012
1880,0.014
1882,0.01
1884,0.01
1886,0.008
1888,0.006
1890,0.006
1892,0.006
1894,0.006
1896,0.004
1898,0.006
1900,0.006
1902,0.006
1904,0.006
1906,0.008
1908,0.008
1910,0.008
1912,0.008
1914,0.008
1916,0.01
1918,0.012
1920,0.014
1922,0.014
1924,0.014
1926,0.014
1928,0.014
1930,0.016
1932,0.018
1934,0.016
1936,0.018
1938,0.018
1940,0.018
1942,0.018
1944,0.018
1946,0.02
1948,0.016
1950,0.016
1952,0.016
1954,0.016
1956,0.016
1958,0.014
1960,0.012
1962,0.012
1964,0.01
1966,0.012
1968,0.01
1970,0.01
1972,0.008
1974,0.008
1976,0.004
1978,0.004
1980,0.004
1982,0.004
1984,0.004
1986,0.004
1988,0.006
1990,0.006
1992,0.008
1994,0.012
1996,0.014
1998,0.016
2000,0.016
2002,0.016
2004,0.018
2006,0.018
2008,0.02
2010,0.02
