timestamp_ms,flow_rate_ml_min
0,0.008
2,0.006
4,0.008
6,0.01
8,0.01
10,0.012
12,0.014
14,0.01
16,0.012
18,0.01
20,0.01
22,0.01
24,0.01
26,0.008
28,0.006
30,0.006
32,0.006
34,0.004
36,0.002
38,0.002
40,-0.004
42,-0.002
44,-0.002
46,-0.002
48,-0.002
50,-0.004
52,-0.004
54,-0.002
56,-0.004
58,-0.004
60,-0.002
62,-0.002
64,-0.002
66,-0.002
68,-0.002
70,-0.002
72,-0.002
74,-0.002
76,-0.002
78,-0.002
80,-0.002
82,-0.002
84,-0.002
86,-0.002
89,0.004
90,0.004
92,0.004
94,0.004
96,0.004
98,0.004
100,0.006
102,0.006
104,0.006
106,0.006
108,0.008
110,0.008
112,0.008
114,0.008
116,0.006
118,0.006
120,0.004
122,0.004
124,0.004
126,0.002
128,0.004
130,0.006
132,0.004
134,0.004
136,0.006
138,0.006
140,0.006
142,0.006
144,0.006
146,0.008
148,0.008
150,0.01
152,0.01
154,0.012
156,0.012
158,0.012
160,0.012
162,0.01
164,0.012
166,0.012
168,0.012
170,0.012
172,0.01
174,0.01
176,0.008
178,0.006
180,0.008
182,0.006
184,0.006
186,0.008
188,0.01
190,0.006
192,0.008
194,0.006
196,0.004
198,0.006
200,0.006
202,0.004
204,0.006
206,0.004
208,0.004
210,0.002
212,0.004
216,-0.002
219,0.002
219,0.002
220,0.002
222,0.002
224,0.002
226,0.002
228,0.002
230,0.002
232,0.002
234,0.002
236,0.002
238,0.004
240,0.004
242,0.006
244,0.006
246,0.006
248,0.006
250,0.006
252,0.006
254,0.006
256,0.006
258,0.006
260,0.004
262,0.006
264,0.004
266,0.004
268,0.004
270,0.004
272,0.004
274,0.002
276,0.002
278,0.002
280,0.002
282,0.002
284,0.002
286,0.002
288,0.002
290,0.002
292,0.002
294,0.004
296,0.004
298,0.004
300,0.006
302,0.006
304,0.008
306,0.008
308,0.008
310,0.01
312,0.008
314,0.006
316,0.008
318,0.008
320,0.008
322,0.01
324,0.01
326,0.01
328,0.01
330,0.01
332,0.008
334,0.008
336,0.008
338,0.006
340,0.004
342,0.006
344,0.006
346,0.008
348,0.01
350,0.01
352,0.01
354,0.01
356,0.008
358,0.008
360,0.008
362,0.006
364,0.006
366,0.006
368,0.006
370,0.006
372,0.004
374,0.006
376,0.008
378,0.008
380,0.01
382,0.008
384,0.01
386,0.01
388,0.008
390,0.008
392,0.01
394,0.01
396,0.01
398,0.008
400,0.008
402,0.01
404,0.012
406,0.01
408,0.012
410,0.01
412,0.008
414,0.008
416,0.004
418,0.002
420,0.002
422,0.002
424,0.002
426,0.002
428,0.002
430,0.002
432,0.002
434,0.002
436,0.002
439,0.002
440,0.002
442,0.004
444,0.002
446,0.004
448,0.004
450,0.004
452,0.006
454,0.004
456,0.002
458,0.004
460,0.002
462,0.004
464,0.004
466,0.002
468,0.002
470,0.004
472,0.006
474,0.006
476,0.006
478,0.006
480,0.006
482,0.008
484,0.008
486,0.008
488,0.008
490,0.008
492,0.006
494,0.008
496,0.006
498,0.008
500,0.008
502,0.01
504,0.012
506,0.01
508,0.012
510,0.01
512,0.008
514,0.008
516,0.008
518,0.008
520,0.01
522,0.008
524,0.01
526,0.012
528,0.012
530,0.012
532,0.012
534,0.012
536,0.012
538,0.014
540,0.014
542,0.014
544,0.014
546,0.014
548,0.012
550,0.012
552,0.01
554,0.01
556,0.008
558,0.008
560,0.006
562,0.004
564,0.004
566,0.004
568,0.004
570,0.004
572,0.004
574,-0.002
576,-0.002
578,-0.002
580,-0.002
582,0.002
584,0.002
586,0.004
588,0.002
590,0.006
592,0.006
594,0.006
596,0.006
598,0.008
600,0.008
602,0.008
604,0.006
606,0.008
608,0.008
610,0.006
612,0.006
614,0.006
616,0.004
618,0.004
620,0.004
622,0.006
624,0.006
626,0.004
628,0.006
630,0.008
632,0.008
634,0.008
636,0.01
638,0.008
640,0.008
642,0.01
644,0.008
646,0.01
648,0.008
650,0.008
652,0.006
654,0.004
656,0.002
658,0.002
660,0.004
662,0.002
664,0.004
666,0.004
668,0.006
670,0.008
672,0.008
674,0.008
676,0.008
678,0.008
680,0.01
682,0.008
684,0.01
686,0.012
688,0.014
690,0.014
692,0.016
694,0.016
696,0.014
698,0.014
700,0.014
702,0.014
704,0.012
706,0.01
708,0.01
710,0.01
712,0.006
714,0.006
716,0.006
718,0.006
720,0.008
722,0.006
724,0.008
726,0.008
728,0.01
730,0.01
732,0.008
734,0.01
736,0.01
738,0.01
740,0.008
742,0.01
744,0.01
746,0.01
748,0.01
750,0.006
752,0.006
754,0.006
756,0.004
758,0.002
760,0.004
762,0.004
764,0.004
766,0.002
768,0.004
770,0.006
772,0.008
774,0.008
776,0.008
778,0.01
780,0.01
782,0.008
784,0.01
786,0.012
788,0.012
790,0.012
792,0.01
794,0.008
796,0.01
798,0.006
800,0.006
802,0.004
804,0.002
806,-0.002
808,-0.002
810,-0.002
812,-0.002
815,-0.002
816,0.002
818,0.004
820,0.002
822,0.002
824,0.004
826,0.004
828,0.006
830,0.008
832,0.01
834,0.01
836,0.012
838,0.012
840,0.014
842,0.014
844,0.016
846,0.014
848,0.012
850,0.012
852,0.012
854,0.012
856,0.012
858,0.012
860,0.01
862,0.01
864,0.01
866,0.006
868,0.006
870,0.008
872,0.006
874,0.006
876,0.006
878,0.006
880,0.008
882,0.008
884,0.01
