timestamp_ms,flow_rate_ml_min
0,0.016
2,0.02
4,0.02
6,0.022
8,0.02
10,0.018
12,0.016
14,0.018
16,0.016
18,0.016
20,0.016
22,0.018
24,0.014
26,0.012
28,0.01
30,0.008
32,0.008
34,0.004
36,0.004
38,0.002
40,-0.002
42,-0.004
44,-0.008
46,-0.006
48,-0.004
50,-0.004
52,-0.002
54,0.004
56,0.002
58,0.002
60,0.004
62,0.006
64,0.004
66,0.008
68,0.01
70,0.01
72,0.012
74,0.016
76,0.016
78,0.016
80,0.016
82,0.016
84,0.012
86,0.012
88,0.01
90,0.008
92,0.006
94,0.004
96,0.002
98,0.002
100,-0.002
102,-0.006
104,-0.01
106,-0.012
108,-0.016
110,-0.02
112,-0.024
114,-0.028
116,-0.03
118,-0.032
120,-0.034
122,-0.034
124,-0.036
126,-0.036
128,-0.038
130,-0.036
132,-0.034
134,-0.03
136,-0.026
138,-0.02
140,-0.014
142,-0.006
144,0.008
146,0.012
148,0.018
150,0.024
152,0.03
154,0.032
156,0.036
158,0.038
160,0.036
162,0.036
164,0.038
166,0.032
168,0.03
170,0.026
172,0.022
174,0.016
176,0.01
178,0.004
180,-0.004
182,-0.008
184,-0.01
186,-0.014
188,-0.014
190,-0.016
192,-0.014
194,-0.012
196,-0.01
198,-0.006
200,0.004
202,0.002
204,0.006
206,0.008
208,0.014
210,0.018
212,0.026
214,0.028
216,0.034
218,0.036
220,0.038
222,0.04
224,0.042
226,0.042
228,0.04
230,0.038
232,0.038
234,0.036
236,0.032
238,0.032
240,0.03
242,0.026
244,0.02
246,0.018
248,0.012
250,0.008
252,0.002
254,-0.002
256,-0.008
258,-0.014
260,-0.016
262,-0.02
264,-0.024
266,-0.024
268,-0.028
270,-0.03
272,-0.03
274,-0.03
276,-0.03
278,-0.026
280,-0.024
282,-0.02
284,-0.014
286,-0.012
288,-0.008
290,-0.004
292,-0.002
294,0.002
296,0.004
298,0.004
300,0.006
302,0.006
304,0.002
306,0.002
308,-0.002
310,-0.004
312,-0.008
314,-0.01
316,-0.016
318,-0.02
320,-0.024
322,-0.026
324,-0.026
326,-0.03
328,-0.03
330,-0.032
332,-0.03
334,-0.026
336,-0.024
338,-0.018
340,-0.016
342,-0.014
344,-0.012
346,-0.008
348,-0.006
350,-0.002
352,0.004
354,0.008
356,0.012
358,0.018
360,0.022
362,0.026
364,0.03
366,0.032
368,0.036
370,0.04
372,0.042
374,0.044
376,0.048
378,0.048
380,0.05
382,0.05
384,0.05
386,0.05
388,0.05
390,0.046
392,0.04
394,0.036
396,0.032
398,0.026
400,0.022
402,0.02
404,0.018
406,0.014
408,0.012
410,0.008
412,0.004
414,0.002
416,0.002
418,0.002
420,0.002
422,0.004
424,0.002
426,0.006
428,0.008
430,0.01
432,0.012
434,0.012
436,0.012
438,0.01
440,0.008
442,0.006
444,0.004
446,-0.002
448,-0.002
450,-0.004
452,-0.006
454,-0.01
456,-0.014
458,-0.018
460,-0.022
462,-0.024
464,-0.026
466,-0.028
468,-0.03
470,-0.032
472,-0.032
474,-0.034
476,-0.034
478,-0.032
480,-0.032
482,-0.032
484,-0.032
486,-0.032
488,-0.03
490,-0.03
492,-0.03
494,-0.026
496,-0.022
498,-0.02
500,-0.016
502,-0.01
504,-0.008
506,-0.004
508,0.004
510,0.006
512,0.008
514,0.012
516,0.016
518,0.02
520,0.026
522,0.03
524,0.03
526,0.032
528,0.036
530,0.036
532,0.038
534,0.036
536,0.032
538,0.03
540,0.028
542,0.028
544,0.028
546,0.026
548,0.024
550,0.024
552,0.022
554,0.022
556,0.02
558,0.02
560,0.02
562,0.018
564,0.018
566,0.02
568,0.022
570,0.024
572,0.026
574,0.024
576,0.028
578,0.026
580,0.026
582,0.028
584,0.024
586,0.026
588,0.024
590,0.024
592,0.022
594,0.024
596,0.024
598,0.022
600,0.022
602,0.02
604,0.02
606,0.016
608,0.012
610,0.008
612,0.004
614,-0.002
616,-0.004
618,-0.008
620,-0.01
622,-0.016
624,-0.018
626,-0.02
628,-0.022
630,-0.024
632,-0.026
634,-0.026
636,-0.026
638,-0.026
640,-0.024
642,-0.022
644,-0.024
646,-0.018
648,-0.016
650,-0.014
652,-0.012
654,-0.01
656,-0.008
658,-0.002
660,-0.002
662,0.002
664,0.006
666,0.008
668,0.01
670,0.012
672,0.012
674,0.012
676,0.01
678,0.012
680,0.01
682,0.012
684,0.012
686,0.012
688,0.012
690,0.012
692,0.012
694,0.012
696,0.012
698,0.01
700,0.008
702,0.004
704,0.004
706,0.002
708,0.002
710,0.004
712,0.004
714,0.002
716,0.004
718,0.006
720,0.006
722,0.006
724,0.008
726,0.01
728,0.01
730,0.016
732,0.018
734,0.018
736,0.022
738,0.024
740,0.024
742,0.026
744,0.026
746,0.026
748,0.028
750,0.024
752,0.024
754,0.022
756,0.02
758,0.02
760,0.02
762,0.016
764,0.014
766,0.012
768,0.008
770,0.006
772,0.006
774,0.002
776,-0.002
778,-0.002
780,-0.002
782,-0.002
784,0.002
786,0.002
788,0.006
790,0.006
792,0.008
794,0.01
796,0.01
798,0.008
800,0.008
802,0.008
804,0.006
806,0.01
808,0.01
810,0.01
812,0.012
814,0.012
816,0.012
818,0.01
820,0.01
822,0.01
824,0.008
826,0.006
828,0.006
830,0.006
832,0.004
834,0.002
836,-0.002
838,-0.002
840,-0.002
842,-0.004
844,-0.004
846,-0.01
848,-0.014
850,-0.014
852,-0.014
854,-0.014
856,-0.014
858,-0.014
860,-0.014
862,-0.014
864,-0.014
866,-0.014
868,-0.012
870,-0.01
872,-0.006
874,-0.004
876,-0.002
878,0.006
880,0.01
882,0.014
884,0.018
886,0.02
888,0.022
890,0.022
892,0.024
894,0.024
896,0.024
898,0.024
900,0.026
902,0.024
904,0.022
906,0.02
908,0.018
910,0.016
912,0.016
914,0.014
916,0.01
918,0.012
920,0.01
922,0.008
924,0.01
926,0.01
928,0.01
930,0.01
932,0.012
934,0.01
936,0.008
938,0.006
940,0.008
942,0.008
944,0.01
946,0.01
948,0.012
950,0.014
952,0.014
954,0.016
956,0.016
958,0.016
960,0.018
962,0.016
964,0.018
966,0.016
968,0.016
970,0.012
972,0.012
974,0.01
976,0.01
978,0.008
980,0.004
982,-0.002
984,-0.006
986,-0.01
988,-0.014
990,-0.016
992,-0.02
994,-0.02
996,-0.022
998,-0.024
1000,-0.022
1002,-0.022
1004,-0.022
1006,-0.02
1008,-0.02
1010,-0.018
1012,-0.014
1014,-0.014
1016,-0.01
1018,-0.006
1020,-0.002
1022,0.004
1024,0.008
1026,0.01
1028,0.012
1030,0.012
1032,0.016
1034,0.016
1036,0.018
1038,0.018
1040,0.018
1042,0.018
1044,0.02
1046,0.018
1048,0.018
1050,0.018
1052,0.016
1054,0.016
1056,0.016
1058,0.016
1060,0.014
1062,0.014
1064,0.014
1066,0.016
1068,0.016
1070,0.018
1072,0.02
1074,0.022
1076,0.022
1078,0.022
1080,0.022
1082,0.024
1084,0.026
1086,0.03
1088,0.034
1090,0.034
1092,0.032
1094,0.032
1096,0.034
1098,0.036
1100,0.032
1102,0.03
1104,0.03
1106,0.026
1108,0.024
1110,0.022
1112,0.02
1114,0.018
1116,0.018
1118,0.018
1120,0.014
1122,0.012
1124,0.01
1126,0.006
1128,0.002
1130,0.002
1132,0.002
1134,-0.002
1136,-0.002
1138,-0.002
1140,-0.006
1142,-0.006
1144,-0.004
1146,-0.006
1148,-0.006
1150,-0.006
1152,-0.01
1154,-0.012
1156,-0.01
1158,-0.012
1160,-0.014
1162,-0.014
1164,-0.014
1166,-0.014
1168,-0.012
1170,-0.012
1172,-0.01
1174,-0.01
1176,-0.012
1178,-0.01
1180,-0.01
1182,-0.01
1184,-0.006
1186,-0.002
1188,-0.004
1190,-0.002
1192,-0.002
1194,0.002
1196,0.002
1198,-0.002
1200,0.002
1202,0.004
1204,0.006
1206,0.008
1208,0.008
1210,0.008
1212,0.01
1214,0.01
1216,0.01
1218,0.01
1220,0.01
1222,0.008
1224,0.008
1226,0.006
1228,0.004
1230,0.006
1232,0.006
1234,0.008
1236,0.006
1238,0.01
1240,0.01
1242,0.01
1244,0.008
1246,0.01
1248,0.008
1250,0.01
1252,0.012
1254,0.014
1256,0.014
1258,0.016
1260,0.018
1262,0.02
1264,0.022
1266,0.024
1268,0.024
1270,0.026
1272,0.024
1274,0.024
1276,0.024
1278,0.024
1280,0.022
1282,0.024
1284,0.024
1286,0.022
1288,0.022
1290,0.02
1292,0.016
1294,0.014
1296,0.01
